0 0.800000 -7.230000
0 2.300000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
0 2.800000 -7.230000
1 0.640000 -3.567100
1 1.840000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
1 2.240000 -3.567100
2 0.512000 -0.746667
2 1.472000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
2 1.792000 -0.746667
3 0.409600 1.425066
3 2.177600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
3 3.433600 -8.574934
4 0.327680 -6.902699
4 1.242080 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
4 2.746880 -4.602699
5 0.262144 -3.315078
5 0.993664 -1.544078
5 2.197504 -1.544078
5 2.197504 -1.544078
5 2.197504 -1.544078
